Species,Timestep,GRO,TWD,Temperature,VPD
A,2015-01-02T14:00:00Z,0,15.96575,6.148898,0.10684718
A,2015-01-02T15:00:00Z,0,10.6265,6.392216,0.200870184
A,2015-01-02T16:00:00Z,0,9.485,6.296609,0.209576353
A,2015-01-02T17:00:00Z,0,11.71925,6.577807,0.300290114
A,2015-01-02T18:00:00Z,0,11.537,6.724031,0.287726256
A,2015-01-02T19:00:00Z,0,11.5325,5.880435,0.211439538
A,2015-01-02T20:00:00Z,0,9.65475,5.976043,0.194495128
A,2015-01-02T21:00:00Z,0,9.02075,5.41927,0.216249405
A,2015-01-02T22:00:00Z,0,8.0965,5.206241,0.198265019
A,2015-01-02T23:00:00Z,0,8.4215,5.053816,0.205972256
A,2015-01-03T00:00:00Z,0,9.44225,4.952645,0.164060423
A,2015-01-03T01:00:00Z,0,7.569,4.774299,0.142363049
A,2015-01-03T02:00:00Z,0,7.03975,3.881558,0.141005105
A,2015-01-03T03:00:00Z,0,5.088,4.067503,0.158461739
A,2015-01-03T04:00:00Z,0,5.9875,4.303789,0.193361427
A,2015-01-03T05:00:00Z,0,6.566,4.264408,0.158653816
A,2015-01-03T06:00:00Z,0,5.4335,4.106885,0.157002334
A,2015-01-03T07:00:00Z,0,7.20325,4.483819,0.16453446
A,2015-01-03T08:00:00Z,0,6.65125,4.600486,0.159531411
A,2015-01-03T09:00:00Z,0,9.598,4.666582,0.173079133
A,2015-01-03T10:00:00Z,0,9.85275,4.678516,0.196193425
A,2015-01-03T11:00:00Z,0,12.1115,4.688447,0.200013017
A,2015-01-03T12:00:00Z,0,12.284,4.722597,0.213194198
A,2015-01-03T13:00:00Z,0,9.651,4.553432,0.171343106
A,2015-01-03T14:00:00Z,0,5.99875,3.706445,0.060515779
A,2015-01-03T15:00:00Z,0,5.74375,3.533044,0.034284253
A,2015-01-03T16:00:00Z,0,5.91175,2.497883,0.029173857
A,2015-01-03T17:00:00Z,0,5.5225,2.469753,0.019465349
A,2015-01-03T18:00:00Z,0,5.5415,2.965401,0.024040363
A,2015-01-03T19:00:00Z,0,4.8325,3.606202,0.03969077
A,2015-01-03T20:00:00Z,0,6.19175,3.617453,0.041422073
A,2015-01-03T21:00:00Z,0,6.23975,3.668084,0.061233065
A,2015-01-03T22:00:00Z,0,5.59575,4.095652,0.099835708
A,2015-01-03T23:00:00Z,0,5.64225,3.887495,0.113886861
A,2015-01-04T00:00:00Z,0,4.87875,3.971883,0.112500824
A,2015-01-04T01:00:00Z,0,4.94875,4.022517,0.130760004
A,2015-01-04T02:00:00Z,0,7.68875,4.191292,0.124447742
A,2015-01-04T03:00:00Z,0,8.68675,3.656833,0.111379232
A,2015-01-04T04:00:00Z,0,9.04775,3.44305,0.118151733
A,2015-01-04T05:00:00Z,0,9.28175,3.521812,0.133694981
A,2015-01-04T06:00:00Z,0,9.21275,2.661053,0.096527035
A,2015-01-04T07:00:00Z,0,9.5695,2.350799,0.107394162
A,2015-01-04T08:00:00Z,0,10.181,1.981991,0.091462304
A,2015-01-04T09:00:00Z,0,10.4045,2.23079,0.101475871
A,2015-01-04T10:00:00Z,0,11.25775,2.857876,0.133712044
A,2015-01-04T11:00:00Z,0,12.03525,3.64581,0.216531746
A,2015-01-04T12:00:00Z,0,12.92975,4.31806,0.229598286
A,2015-01-04T13:00:00Z,0,12.9905,4.121046,0.207406996
A,2015-01-04T14:00:00Z,0,14.18425,4.251255,0.172614003
A,2015-01-04T15:00:00Z,0,14.97075,4.211952,0.166531781
A,2015-01-04T16:00:00Z,0,15.43775,3.133551,0.112742866
A,2015-01-04T17:00:00Z,0,14.99625,2.19537,0.134976284
A,2015-01-04T18:00:00Z,0,15.1775,2.151601,0.149178656
A,2015-01-04T19:00:00Z,0,14.371,1.386395,0.115650088
A,2015-01-04T20:00:00Z,0,14.53475,1.307891,0.110554002
A,2015-01-04T21:00:00Z,0,14.87025,1.426074,0.104795807
A,2015-01-04T22:00:00Z,0,14.80625,1.639929,0.076516498
A,2015-01-04T23:00:00Z,0,13.7455,1.639929,0.063958181
A,2015-01-05T00:00:00Z,0,13.61275,1.915248,0.056355397
A,2015-01-05T01:00:00Z,0,11.88525,3.026844,0.05675334
A,2015-01-05T02:00:00Z,0,12.1415,3.7581,0.0425122
A,2015-01-05T03:00:00Z,0,8.65,3.79748,0.043581657
A,2015-01-05T04:00:00Z,0,9.3555,3.763725,0.015140375
A,2015-01-05T05:00:00Z,0,7.80075,4.562601,0.048327982
A,2015-01-05T06:00:00Z,0,7.8775,4.450714,0.029592302
A,2015-01-05T07:00:00Z,0,8.12775,4.627842,0.023196779
A,2015-01-05T08:00:00Z,0,7.68025,5.048927,0.022477758
A,2015-01-05T09:00:00Z,0,7.86975,5.076483,0.017033613
A,2015-01-05T10:00:00Z,0,8.3,3.48296,0.00812351
A,2015-01-05T11:00:00Z,0,8.2515,3.510541,0.007059153
A,2015-01-05T12:00:00Z,0,6.8245,3.707448,0.018322166
A,2015-01-05T13:00:00Z,0,7.858,3.971383,0.023031099
A,2015-01-05T14:00:00Z,0,7.628,3.930387,0.03643744
A,2015-01-05T15:00:00Z,0,7.683,3.864188,0.038748497
A,2015-01-05T16:00:00Z,0,7.11075,3.561174,0.031589878
A,2015-01-05T17:00:00Z,0,5.59225,2.891694,0.017678027
A,2015-01-05T18:00:00Z,0,7.54175,2.711666,0.01199936
A,2015-01-05T19:00:00Z,0,6.781,2.362881,0.007530394
A,2015-01-05T20:00:00Z,0,6.54025,1.528589,0.005024598
A,2015-01-05T21:00:00Z,0,6.876,1.403615,0.001849742
A,2015-01-05T22:00:00Z,0,7.0205,1.402494,0
A,2015-01-05T23:00:00Z,0,6.83025,0.7610213,0.00078215
A,2015-01-06T00:00:00Z,0,6.923,0.531257,8.98E-05
A,2015-01-06T01:00:00Z,0,6.1265,0.171079,1.75E-05
A,2015-01-06T02:00:00Z,0,5.426,-0.7012265,0.000164117
A,2015-01-06T03:00:00Z,0,5.884,-0.9150817,6.47E-05
A,2015-01-06T04:00:00Z,0,5.5015,-1.140192,0.000540378
A,2015-01-06T05:00:00Z,0,4.75925,-1.043749,0.001507388
A,2015-01-06T06:00:00Z,0,5.79225,-0.4647884,0.002102835
A,2015-01-06T07:00:00Z,0,6.35275,0.1091913,0.009887945
A,2015-01-06T08:00:00Z,0,5.04725,-0.4479574,0.017519421
A,2015-01-06T09:00:00Z,0,5.599,-0.2397308,0.021690917
A,2015-01-06T10:00:00Z,0,6.53925,0.5988095,0.063345405
A,2015-01-06T11:00:00Z,0,6.45075,1.206609,0.098595718
A,2015-01-06T12:00:00Z,0,6.65575,1.524524,0.089233853
A,2015-01-06T13:00:00Z,0,6.76275,1.260209,0.08226342
A,2015-01-06T14:00:00Z,0,8.088,0.4163589,0.06839386
A,2015-01-06T15:00:00Z,0,7.74175,-0.03156026,0.057795291
A,2015-01-06T16:00:00Z,0,8.2535,-0.1722145,0.046324932
A,2015-01-06T17:00:00Z,0,7.8515,-0.4479764,0.049449468
A,2015-01-06T18:00:00Z,0,7.25625,-0.3129095,0.05878496
A,2015-01-06T19:00:00Z,0,7.03525,-0.3410492,0.064494027
A,2015-01-06T20:00:00Z,0,7.178,-0.5886707,0.070653612
A,2015-01-06T21:00:00Z,0,6.797,-0.7012265,0.074867342
A,2015-01-06T22:00:00Z,0,6.60675,-0.6899707,0.073155076
A,2015-01-06T23:00:00Z,0,6.606,-0.6224359,0.082033758
A,2015-01-07T00:00:00Z,0,6.7925,-0.5549037,0.094415099
A,2015-01-07T01:00:00Z,0,7.73075,-0.515508,0.093489125
A,2015-01-07T02:00:00Z,0,7.35325,-0.4310926,0.081814292
A,2015-01-07T03:00:00Z,0,7.767,-0.4592323,0.074631192
A,2015-01-07T04:00:00Z,0,7.17625,-0.6224359,0.069456329
A,2015-01-07T05:00:00Z,0,6.52125,-0.8362935,0.056322017
A,2015-01-07T06:00:00Z,0,6.53075,-0.4085814,0.059282058
A,2015-01-07T07:00:00Z,0,6.535,-0.08779907,0.057627703
A,2015-01-07T08:00:00Z,0,5.9755,0.007872899,0.019942392
A,2015-01-07T09:00:00Z,0,5.78925,0.2892628,0.013051785
A,2015-01-07T10:00:00Z,0,6.671,0.6888351,0.00591854
A,2015-01-07T11:00:00Z,0,6.41025,1.346828,0.001187779
A,2015-01-07T12:00:00Z,0,7.335,3.081371,9.65E-06
A,2015-01-07T13:00:00Z,0,8.11575,4.506342,0.014950748
A,2015-01-07T14:00:00Z,0,8.21325,5.054197,0.041780229
A,2015-01-07T15:00:00Z,0,7.1435,3.896647,0.025558075
A,2015-01-07T16:00:00Z,0,7.1825,3.414883,0.003616541
A,2015-01-07T17:00:00Z,0,6.527,3.758081,0.019697698
A,2015-01-07T18:00:00Z,0,6.79175,3.066098,0.012649015
A,2015-01-07T19:00:00Z,0,7.6835,1.691097,0.006927908
A,2015-01-07T20:00:00Z,0,5.477,1.518042,0.002874536
A,2015-01-07T21:00:00Z,0,5.2915,2.344284,0.033073583
A,2015-01-07T22:00:00Z,0,5.8195,2.548206,0.043457776
A,2015-01-07T23:00:00Z,0,3.80675,2.9576,0.051849703
A,2015-01-08T00:00:00Z,0,5.00075,2.666902,0.045540477
A,2015-01-08T01:00:00Z,0,5.49675,2.734631,0.047227371
A,2015-01-08T02:00:00Z,0,4.571,3.044436,0.065281601
A,2015-01-08T03:00:00Z,0,5.73425,3.263021,0.082367624
A,2015-01-08T04:00:00Z,0,4.63,3.268647,0.087463124
A,2015-01-08T05:00:00Z,0,5.081,3.521811,0.120809804
A,2015-01-08T06:00:00Z,0,6.1895,3.493683,0.123940325
A,2015-01-08T07:00:00Z,0,6.41375,3.263021,0.123464196
A,2015-01-08T08:00:00Z,0,6.7415,2.959225,0.113749344
A,2015-01-08T09:00:00Z,0,6.519,2.531658,0.039226456
A,2015-01-08T10:00:00Z,0,6.0595,2.751066,0.024486248
A,2015-01-08T11:00:00Z,0,6.46725,3.128,0.026877903
A,2015-01-08T12:00:00Z,0,5.66475,3.527437,0.026136028
A,2015-01-08T13:00:00Z,0,6.42825,3.949379,0.017033703
A,2015-01-08T14:00:00Z,0,4.09525,4.283566,0.017734576
A,2015-01-08T15:00:00Z,0,4.71975,4.5602,0.016600688
A,2015-01-08T16:00:00Z,0,3.8045,4.81234,0.015989742
A,2015-01-08T17:00:00Z,0,4.25225,5.093622,0.012783968
A,2015-01-08T18:00:00Z,0,4.25675,5.430537,0.014975796
A,2015-01-08T19:00:00Z,0,5.17425,5.531767,0.010275734
A,2015-01-08T20:00:00Z,0,5.1565,5.23932,0.025949549
A,2015-01-08T21:00:00Z,0,5.602,4.693794,0.030285954
A,2015-01-08T22:00:00Z,0,5.22975,4.936646,0.024849354
A,2015-01-08T23:00:00Z,0,4.9835,4.913555,0.025653145
A,2015-01-09T00:00:00Z,0,4.19825,5.459093,0.053097176
A,2015-01-09T01:00:00Z,0,4.5165,5.27871,0.080272939
A,2015-01-09T02:00:00Z,0,5.3395,4.696335,0.071101807
A,2015-01-09T03:00:00Z,0,5.26975,5.246802,0.101866231
A,2015-01-09T04:00:00Z,0,4.301,5.257211,0.117454063
A,2015-01-09T05:00:00Z,0,4.2615,5.312753,0.137608832
A,2015-01-09T06:00:00Z,0,3.85525,5.115728,0.113139356
A,2015-01-09T07:00:00Z,0,4.2635,5.154961,0.150006635
A,2015-01-09T08:00:00Z,0,3.1055,4.885139,0.092664943
A,2015-01-09T09:00:00Z,0,4.168,5.420456,0.122089754
A,2015-01-09T10:00:00Z,0,3.3995,5.06525,0.055476169
A,2015-01-09T11:00:00Z,0,3.92825,6.128399,0.090675049
A,2015-01-09T12:00:00Z,0,4.50225,6.414734,0.051028813
A,2015-01-09T13:00:00Z,0,5.447,5.233696,0.063997792
A,2015-01-09T14:00:00Z,0,6.83075,6.32475,0.166614695
A,2015-01-09T15:00:00Z,0,7.08825,7.0165,0.201296408
A,2015-01-09T16:00:00Z,0,8.6305,6.971508,0.252849802
A,2015-01-09T17:00:00Z,0,9.1905,6.954636,0.248383751
A,2015-01-09T18:00:00Z,0,10.1215,7.241459,0.282419417
A,2015-01-09T19:00:00Z,0,12.36075,6.859028,0.254771458
A,2015-01-09T20:00:00Z,0,12.54475,7.303324,0.294823759
A,2015-01-09T21:00:00Z,0,13.47775,7.427015,0.283813835
A,2015-01-09T22:00:00Z,0,12.91875,7.449525,0.320073602
A,2015-01-09T23:00:00Z,0,15.7185,7.179574,0.282371052
A,2015-01-10T00:00:00Z,0,15.15275,6.83651,0.256448049
A,2015-01-10T01:00:00Z,0,15.89,6.527193,0.207128017
A,2015-01-10T02:00:00Z,0,15.973,6.392217,0.148617847
A,2015-01-10T03:00:00Z,0,15.04725,6.274113,0.137401891
A,2015-01-10T04:00:00Z,0,15.88425,6.082899,0.114672973
A,2015-01-10T05:00:00Z,0,14.01325,5.998539,0.070653246
A,2015-01-10T06:00:00Z,0,14.18425,5.49238,0.031661836
A,2015-01-10T07:00:00Z,0,10.9785,5.340532,0.013016188
A,2015-01-10T08:00:00Z,0,9.749,5.430517,0.007615031
A,2015-01-10T09:00:00Z,0,6.7625,7.398911,0
A,2015-01-10T10:00:00Z,0,7.6255,9.402039,0.007703761
A,2015-01-10T11:00:00Z,0,9.65875,10.93047,0.030235112
A,2015-01-10T12:00:00Z,0,10.022,11.26487,0.056688846
A,2015-01-10T13:00:00Z,0,10.72425,11.19679,0.077912727
A,2015-01-10T14:00:00Z,0,11.28375,10.97762,0.085217729
A,2015-01-10T15:00:00Z,0,10.028,10.87125,0.084166455
A,2015-01-10T16:00:00Z,0,10.99475,9.598002,0.324566172
A,2015-01-10T17:00:00Z,0,8.98425,8.396134,0.355180232
A,2015-01-10T18:00:00Z,0,9.57575,7.593669,0.350280065
A,2015-01-10T19:00:00Z,0,6.37575,6.706995,0.373835877
A,2015-01-10T20:00:00Z,0,6.64075,5.886058,0.324434802
A,2015-01-10T21:00:00Z,0,8.37,3.637035,0.120586489
A,2015-01-10T22:00:00Z,0,5.66975,4.596336,0.201100515
A,2015-01-10T23:00:00Z,0,5.8355,5.236122,0.285553152
A,2015-01-11T00:00:00Z,0,5.8174,4.837941,0.303181423
A,2015-01-11T01:00:00Z,0,5.6004,4.10124,0.216596929
A,2015-01-11T02:00:00Z,0,6.955,4.523201,0.218332196
A,2015-01-11T03:00:00Z,0,7.8964,3.966238,0.158117513
A,2015-01-11T04:00:00Z,0,9.0358,3.122356,0.103106616
A,2015-01-11T05:00:00Z,0,7.966,3.62306,0.115052759
A,2015-01-11T06:00:00Z,0,8.6718,2.357236,0.088490286
A,2015-01-11T07:00:00Z,0,5.4194,3.077874,0.128696252
A,2015-01-11T08:00:00Z,0,5.6776,2.33871,0.056728335
A,2015-01-11T09:00:00Z,0,5.8336,2.348173,0.053033351
A,2015-01-11T10:00:00Z,0,6.2332,1.811565,0.044059546
A,2015-01-11T11:00:00Z,0,4.8086,3.117873,0.095585783
A,2015-01-11T12:00:00Z,0,8.284,3.44305,0.098312464
A,2015-01-11T13:00:00Z,0,9.4454,2.99298,0.052901874
A,2015-01-11T14:00:00Z,0,10.2538,4.050646,0.139734813
A,2015-01-11T15:00:00Z,0,7.9224,4.292559,0.167363262
A,2015-01-11T16:00:00Z,0,6.9254,4.000013,0.137905918
A,2015-01-11T17:00:00Z,0,5.7438,3.398042,0.103902512
A,2015-01-11T18:00:00Z,0,5.705,3.769351,0.121127513
A,2015-01-11T19:00:00Z,0,6.1916,4.185667,0.147816457
A,2015-01-11T20:00:00Z,0,6.0516,3.926875,0.110545313
A,2015-01-11T21:00:00Z,0,8.2814,3.735597,0.120163325
A,2015-01-11T22:00:00Z,0,9.055,4.478212,0.148359998
A,2015-01-11T23:00:00Z,0,10.8246,4.2363,0.138110318
A,2015-01-12T00:00:00Z,0,9.7802,3.82561,0.11929312
A,2015-01-12T01:00:00Z,0,10.5124,3.898747,0.107726048
A,2015-01-12T02:00:00Z,0,10.3788,3.741222,0.083750513
A,2015-01-12T03:00:00Z,0,9.4272,4.489464,0.093071524
A,2015-01-12T04:00:00Z,0,9.864,4.430567,0.034859249
A,2015-01-12T05:00:00Z,0,8.3518,4.828102,0.03028436
A,2015-01-12T06:00:00Z,0,8.0616,5.415154,0.065239333
A,2015-01-12T07:00:00Z,0,7.1668,5.751105,0.090631851
A,2015-01-12T08:00:00Z,0,6.813,5.745481,0.085252056
A,2015-01-12T09:00:00Z,0,6.6606,5.346176,0.045876916
A,2015-01-12T10:00:00Z,0,7.6856,5.914199,0.082788891
A,2015-01-12T11:00:00Z,0,6.9448,6.459726,0.12276272
A,2015-01-12T12:00:00Z,0,7.182,6.594702,0.1282006
A,2015-01-12T13:00:00Z,0,7.8516,6.965884,0.156855309
A,2015-01-12T14:00:00Z,0,7.2488,6.656564,0.096477602
A,2015-01-12T15:00:00Z,0,7.5958,6.71843,0.078354432
A,2015-01-12T16:00:00Z,0,6.0276,6.549709,0.062311169
A,2015-01-12T17:00:00Z,0,6.7884,6.493469,0.036225772
A,2015-01-12T18:00:00Z,0,7.1318,6.667813,0.044294357
A,2015-01-12T19:00:00Z,0,6.153,6.746548,0.036750827
A,2015-01-12T20:00:00Z,0,6.4986,6.920891,0.032466958
A,2015-01-12T21:00:00Z,0,5.8852,7.252707,0.048871079
A,2015-01-12T22:00:00Z,0,6.1142,7.471922,0.054520195
A,2015-01-12T23:00:00Z,0,5.6702,7.850232,0.083252378
A,2015-01-13T00:00:00Z,0,5.8194,8.16129,0.099686939
A,2015-01-13T01:00:00Z,0,5.2256,8.071322,0.066762669
A,2015-01-13T02:00:00Z,0,6.8686,8.020714,0.044517121
A,2015-01-13T03:00:00Z,0,6.4366,8.037582,0.030056049
A,2015-01-13T04:00:00Z,0,6.2694,7.666463,0.018885701
A,2015-01-13T05:00:00Z,0,6.4886,7.246338,0.021596449
A,2015-01-13T06:00:00Z,0,6.7996,7.349981,0.007792197
A,2015-01-13T07:00:00Z,0,6.3792,7.679564,0.023247748
A,2015-01-13T08:00:00Z,0,4.4992,7.947742,0.047130363
A,2015-01-13T09:00:00Z,0,5.222,7.947616,0.042123642
A,2015-01-13T10:00:00Z,0,5.2218,8.009468,0.051573712
A,2015-01-13T11:00:00Z,0,5.0578,8.36849,0.065037175
A,2015-01-13T12:00:00Z,0,5.3884,9.009347,0.128935753
A,2015-01-13T13:00:00Z,0,5.3186,9.598041,0.180599353
A,2015-01-13T14:00:00Z,0,4.6472,9.530577,0.188848904
A,2015-01-13T15:00:00Z,0,5.5534,9.710483,0.253749297
A,2015-01-13T16:00:00Z,0,5.5372,8.226251,0.074529675
A,2015-01-13T17:00:00Z,0,4.4704,8.159261,0.056186038
A,2015-01-13T18:00:00Z,0,5.8894,8.414307,0.069021515
A,2015-01-13T19:00:00Z,0,5.8326,6.829576,0.041128652
A,2015-01-13T20:00:00Z,0,6.2842,6.184124,0.038724441
A,2015-01-13T21:00:00Z,0,5.251,6.004162,0.036766723
A,2015-01-13T22:00:00Z,0,4.8478,5.880435,0.018959983
A,2015-01-13T23:00:00Z,0,4.3828,5.49238,0.007698766
A,2015-01-14T00:00:00Z,0,5.1996,5.171813,0.012764572
A,2015-01-14T01:00:00Z,0,4.2186,5.70052,0.024879531
A,2015-01-14T02:00:00Z,0,3.8158,5.588009,0.037774679
A,2015-01-14T03:00:00Z,0,3.0242,5.728651,0.07504542
A,2015-01-14T04:00:00Z,0,3.1372,6.060423,0.128388842
A,2015-01-14T05:00:00Z,0,3.1642,5.689896,0.129003393
A,2015-01-14T06:00:00Z,0,3.6222,5.532015,0.140335659
A,2015-01-14T07:00:00Z,0,1.6474,5.269051,0.119097012
A,2015-01-14T08:00:00Z,0,3.2186,4.958628,0.044155003
A,2015-01-14T09:00:00Z,0,3.0906,4.570872,0.038044815
A,2015-01-14T10:00:00Z,0,3.599,3.435269,0.037405782
A,2015-01-14T11:00:00Z,0,2.3158,3.651189,0.058918602
A,2015-01-14T12:00:00Z,0,2.0078,4.993071,0.136485874
A,2015-01-14T13:00:00Z,0,3.0424,5.621753,0.200635429
A,2015-01-14T14:00:00Z,0,2.8752,5.88608,0.262083893
A,2015-01-14T15:00:00Z,0,3.1062,5.30681,0.216629034
A,2015-01-14T16:00:00Z,0,3.8364,4.216444,0.134875602
A,2015-01-14T17:00:00Z,0,2.7402,3.600145,0.126489577
A,2015-01-14T18:00:00Z,0,4.1226,3.611809,0.118762287
A,2015-01-14T19:00:00Z,0,4.6656,4.27566,0.166134672
A,2015-01-14T20:00:00Z,0,4.7116,3.054846,0.104162532
A,2015-01-14T21:00:00Z,0,5.1108,2.261597,0.036244745
A,2015-01-14T22:00:00Z,0,4.7526,2.474239,0.055578977
A,2015-01-14T23:00:00Z,0,4.4834,1.66993,0.050369328
A,2015-01-15T00:00:00Z,0,5.5756,1.620267,0.040383267
A,2015-01-15T01:00:00Z,0,5.463,1.807096,0.045286229
A,2015-01-15T02:00:00Z,0,5.0394,2.119625,0.078491815
A,2015-01-15T03:00:00Z,0,5.65,1.793495,0.071217684
A,2015-01-15T04:00:00Z,0,5.8488,1.034479,0.044682866
A,2015-01-15T05:00:00Z,0,4.782,1.426074,0.053221194
A,2015-01-15T06:00:00Z,0,5.6768,0.8295301,0.046840117
A,2015-01-15T07:00:00Z,0,5.678,0.9083182,0.062010037
A,2015-01-15T08:00:00Z,0,5.2272,1.25724,0.081063356
A,2015-01-15T09:00:00Z,0,6.5698,1.839375,0.130863684
A,2015-01-15T10:00:00Z,0,7.5266,2.10892,0.111063949
A,2015-01-15T11:00:00Z,0,7.274,2.528008,0.080804062
A,2015-01-15T12:00:00Z,0,4.4648,2.790448,0.044300093
A,2015-01-15T13:00:00Z,0,4.1026,3.628704,0.042260796
A,2015-01-15T14:00:00Z,0,3.4002,4.151911,0.042358817
A,2015-01-15T15:00:00Z,0,3.2034,4.683617,0.037845823
A,2015-01-15T16:00:00Z,0,3.7586,5.357995,0.064694479
A,2015-01-15T17:00:00Z,0,3.3858,6.105414,0.092987284
A,2015-01-15T18:00:00Z,0,4.024,6.560957,0.108251028
A,2015-01-15T19:00:00Z,0,4.5788,7.140228,0.158569988
A,2015-01-15T20:00:00Z,0,4.8282,7.398931,0.168495968
A,2015-01-15T21:00:00Z,0,4.6002,7.950081,0.250293347
A,2015-01-15T22:00:00Z,0,4.2496,8.084809,0.26884278
A,2015-01-15T23:00:00Z,0,4.6808,8.021462,0.254064912
A,2015-01-16T00:00:00Z,0,4.5722,8.64447,0.306752748
A,2015-01-16T01:00:00Z,0,6.0278,8.149909,0.259979933
A,2015-01-16T02:00:00Z,0,7.0264,8.273885,0.27278662
A,2015-01-16T03:00:00Z,0,8.9064,8.048829,0.23753648
A,2015-01-16T04:00:00Z,0,9.7174,7.919956,0.251055896
A,2015-01-16T05:00:00Z,0,9.7462,7.595749,0.228115389
A,2015-01-16T06:00:00Z,0,8.602,6.86463,0.193884892
A,2015-01-16T07:00:00Z,0,9.4558,6.712782,0.176840108
A,2015-01-16T08:00:00Z,0,9.6798,6.150385,0.207044884
A,2015-01-16T09:00:00Z,0,10.7222,5.959171,0.226391937
A,2015-01-16T10:00:00Z,0,11.0398,6.268489,0.23999695
A,2015-01-16T11:00:00Z,0,11.9772,6.819639,0.266879855
A,2015-01-16T12:00:00Z,0,11.7796,7.366626,0.325462615
A,2015-01-16T13:00:00Z,0,12.438,7.900249,0.373439998
A,2015-01-16T14:00:00Z,0,13.676,7.632641,0.359274578
A,2015-01-16T15:00:00Z,0,13.3832,7.492095,0.332185099
A,2015-01-16T16:00:00Z,0,13.2748,6.009774,0.235324022
A,2015-01-16T17:00:00Z,0,14.2698,5.104325,0.19210929
A,2015-01-16T18:00:00Z,0,13.9866,5.190557,0.198380117
A,2015-01-16T19:00:00Z,0,12.9352,5.414744,0.205008168
A,2015-01-16T20:00:00Z,0,14.1934,5.262582,0.197035025
A,2015-01-16T21:00:00Z,0,12.0348,4.750577,0.150668789
A,2015-01-16T22:00:00Z,0,12.2076,4.711039,0.15851262
A,2015-01-16T23:00:00Z,0,12.8024,4.570889,0.13539562
A,2015-01-17T00:00:00Z,0,12.4338,4.312669,0.124888533
A,2015-01-17T01:00:00Z,0,13.4178,3.971337,0.094298664
A,2015-01-17T02:00:00Z,0,13.2292,3.825591,0.075488947
A,2015-01-17T03:00:00Z,0,12.1778,4.270034,0.113663252
A,2015-01-17T04:00:00Z,0,12.5306,3.572427,0.072682931
A,2015-01-17T05:00:00Z,0,12.772,3.63431,0.097319425
A,2015-01-17T06:00:00Z,0,13.1108,3.330514,0.086970089
A,2015-01-17T07:00:00Z,0,12.8116,2.925451,0.066919529
A,2015-01-17T08:00:00Z,0,12.174,3.454283,0.090386893
A,2015-01-17T09:00:00Z,0,12.4624,2.857939,0.066811786
A,2015-01-17T10:00:00Z,0,11.6986,2.751048,0.066222809
A,2015-01-17T11:00:00Z,0,11.148,3.201138,0.097862205
A,2015-01-17T12:00:00Z,0,10.0686,4.333454,0.185203965
A,2015-01-17T13:00:00Z,0,10.765,4.750036,0.22726657
A,2015-01-17T14:00:00Z,0,11.6858,4.806274,0.222182219
