Species,Timestep,GRO,TWD,Temperature,VPD
O,2015-01-04T07:00:00Z,0,41.6985,2.350799,0.107394162
O,2015-01-04T08:00:00Z,0,41.98466667,1.981991,0.091462304
O,2015-01-04T09:00:00Z,0,42.712,2.23079,0.101475871
O,2015-01-04T10:00:00Z,0,44.189,2.857876,0.133712044
O,2015-01-04T11:00:00Z,0,45.68683333,3.64581,0.216531746
O,2015-01-04T12:00:00Z,0,48.3875,4.31806,0.229598286
O,2015-01-04T13:00:00Z,0,50.27066667,4.121046,0.207406996
O,2015-01-04T14:00:00Z,0,52.66516667,4.251255,0.172614003
O,2015-01-04T15:00:00Z,0,54.07133333,4.211952,0.166531781
O,2015-01-04T16:00:00Z,0,54.91533333,3.133551,0.112742866
O,2015-01-04T17:00:00Z,0,55.20683333,2.19537,0.134976284
O,2015-01-04T18:00:00Z,0,55.68,2.151601,0.149178656
O,2015-01-04T19:00:00Z,0,56.38833333,1.386395,0.115650088
O,2015-01-04T20:00:00Z,0,56.75133333,1.307891,0.110554002
O,2015-01-04T21:00:00Z,0,57.07383333,1.426074,0.104795807
O,2015-01-04T22:00:00Z,0,57.07666667,1.639929,0.076516498
O,2015-01-04T23:00:00Z,0,57.29666667,1.639929,0.063958181
O,2015-01-05T00:00:00Z,0,56.95066667,1.915248,0.056355397
O,2015-01-05T01:00:00Z,0,56.92233333,3.026844,0.05675334
O,2015-01-05T02:00:00Z,0,57.05633333,3.7581,0.0425122
O,2015-01-05T03:00:00Z,0,56.1265,3.79748,0.043581657
O,2015-01-05T04:00:00Z,0,49.29716667,3.763725,0.015140375
O,2015-01-05T05:00:00Z,0,45.80866667,4.562601,0.048327982
O,2015-01-05T06:00:00Z,0,44.35166667,4.450714,0.029592302
O,2015-01-05T07:00:00Z,0,43.5915,4.627842,0.023196779
O,2015-01-05T08:00:00Z,0,41.87933333,5.048927,0.022477758
O,2015-01-05T09:00:00Z,0,41.1465,5.076483,0.017033613
O,2015-01-05T10:00:00Z,0,39.59766667,3.48296,0.00812351
O,2015-01-05T11:00:00Z,0,38.93866667,3.510541,0.007059153
O,2015-01-05T12:00:00Z,0,38.565,3.707448,0.018322166
O,2015-01-05T13:00:00Z,0,38.06183333,3.971383,0.023031099
O,2015-01-05T14:00:00Z,0,37.36683333,3.930387,0.03643744
O,2015-01-05T15:00:00Z,0,36.98116667,3.864188,0.038748497
O,2015-01-05T16:00:00Z,0,36.83466667,3.561174,0.031589878
O,2015-01-05T17:00:00Z,0,36.34516667,2.891694,0.017678027
O,2015-01-05T18:00:00Z,0,35.68916667,2.711666,0.01199936
O,2015-01-05T19:00:00Z,0,35.61316667,2.362881,0.007530394
O,2015-01-05T20:00:00Z,0,34.5925,1.528589,0.005024598
O,2015-01-05T21:00:00Z,0,34.32233333,1.403615,0.001849742
O,2015-01-05T22:00:00Z,0,34.02533333,1.402494,0
O,2015-01-05T23:00:00Z,0,33.66166667,0.7610213,0.00078215
O,2015-01-06T00:00:00Z,0,33.52133333,0.531257,8.98E-05
O,2015-01-06T01:00:00Z,0,33.1525,0.171079,1.75E-05
O,2015-01-06T02:00:00Z,0,32.298,-0.7012265,0.000164117
O,2015-01-06T03:00:00Z,0,32.46983333,-0.9150817,6.47E-05
O,2015-01-06T04:00:00Z,0,31.97483333,-1.140192,0.000540378
O,2015-01-06T05:00:00Z,0,31.78266667,-1.043749,0.001507388
O,2015-01-06T06:00:00Z,0,31.93566667,-0.4647884,0.002102835
O,2015-01-06T07:00:00Z,0,32.063,0.1091913,0.009887945
O,2015-01-06T08:00:00Z,0,31.20983333,-0.4479574,0.017519421
O,2015-01-06T09:00:00Z,0,31.612,-0.2397308,0.021690917
O,2015-01-06T10:00:00Z,0,31.49583333,0.5988095,0.063345405
O,2015-01-06T11:00:00Z,0,31.2065,1.206609,0.098595718
O,2015-01-06T12:00:00Z,0,31.68683333,1.524524,0.089233853
O,2015-01-06T13:00:00Z,0,31.23016667,1.260209,0.08226342
O,2015-01-06T14:00:00Z,0,31.367,0.4163589,0.06839386
O,2015-01-06T15:00:00Z,0,31.20933333,-0.03156026,0.057795291
O,2015-01-06T16:00:00Z,0,31.43233333,-0.1722145,0.046324932
O,2015-01-06T17:00:00Z,0,31.21716667,-0.4479764,0.049449468
O,2015-01-06T18:00:00Z,0,31.5985,-0.3129095,0.05878496
O,2015-01-06T19:00:00Z,0,31.6515,-0.3410492,0.064494027
O,2015-01-06T20:00:00Z,0,31.35083333,-0.5886707,0.070653612
O,2015-01-06T21:00:00Z,0,31.78366667,-0.7012265,0.074867342
O,2015-01-06T22:00:00Z,0,31.6805,-0.6899707,0.073155076
O,2015-01-06T23:00:00Z,0,31.82616667,-0.6224359,0.082033758
O,2015-01-07T00:00:00Z,0,32.43583333,-0.5549037,0.094415099
O,2015-01-07T01:00:00Z,0,32.491,-0.515508,0.093489125
O,2015-01-07T02:00:00Z,0,32.99383333,-0.4310926,0.081814292
O,2015-01-07T03:00:00Z,0,32.953,-0.4592323,0.074631192
O,2015-01-07T04:00:00Z,0,32.97783333,-0.6224359,0.069456329
O,2015-01-07T05:00:00Z,0,33.099,-0.8362935,0.056322017
O,2015-01-07T06:00:00Z,0,33.34383333,-0.4085814,0.059282058
O,2015-01-07T07:00:00Z,0,33.35283333,-0.08779907,0.057627703
O,2015-01-07T08:00:00Z,0,33.71566667,0.007872899,0.019942392
O,2015-01-07T09:00:00Z,0,33.84366667,0.2892628,0.013051785
O,2015-01-07T10:00:00Z,0,33.4355,0.6888351,0.00591854
O,2015-01-07T11:00:00Z,0,33.54,1.346828,0.001187779
O,2015-01-07T12:00:00Z,0,34.15616667,3.081371,9.65E-06
O,2015-01-07T13:00:00Z,0,35.42333333,4.506342,0.014950748
O,2015-01-07T14:00:00Z,0,35.573,5.054197,0.041780229
O,2015-01-07T15:00:00Z,0,35.34766667,3.896647,0.025558075
O,2015-01-07T16:00:00Z,0,35.46083333,3.414883,0.003616541
O,2015-01-07T17:00:00Z,0,35.354,3.758081,0.019697698
O,2015-01-07T18:00:00Z,0,35.39466667,3.066098,0.012649015
O,2015-01-07T19:00:00Z,0,34.73633333,1.691097,0.006927908
O,2015-01-07T20:00:00Z,0,34.56266667,1.518042,0.002874536
O,2015-01-07T21:00:00Z,0,33.56166667,2.344284,0.033073583
O,2015-01-07T22:00:00Z,0,33.69833333,2.548206,0.043457776
O,2015-01-07T23:00:00Z,0,33.6455,2.9576,0.051849703
O,2015-01-08T00:00:00Z,0,33.75433333,2.666902,0.045540477
O,2015-01-08T01:00:00Z,0,33.757,2.734631,0.047227371
O,2015-01-08T02:00:00Z,0,34.05283333,3.044436,0.065281601
O,2015-01-08T03:00:00Z,0,33.80433333,3.263021,0.082367624
O,2015-01-08T04:00:00Z,0,34.00216667,3.268647,0.087463124
O,2015-01-08T05:00:00Z,0,34.364,3.521811,0.120809804
O,2015-01-08T06:00:00Z,0,34.6445,3.493683,0.123940325
O,2015-01-08T07:00:00Z,0,35.41433333,3.263021,0.123464196
O,2015-01-08T08:00:00Z,0,36.05766667,2.959225,0.113749344
O,2015-01-08T09:00:00Z,0,36.22283333,2.531658,0.039226456
O,2015-01-08T10:00:00Z,0,36.0145,2.751066,0.024486248
O,2015-01-08T11:00:00Z,0,35.73816667,3.128,0.026877903
O,2015-01-08T12:00:00Z,0,36.5615,3.527437,0.026136028
O,2015-01-08T13:00:00Z,0,36.65516667,3.949379,0.017033703
O,2015-01-08T14:00:00Z,0,36.51366667,4.283566,0.017734576
O,2015-01-08T15:00:00Z,0,36.5145,4.5602,0.016600688
O,2015-01-08T16:00:00Z,0,36.06533333,4.81234,0.015989742
O,2015-01-08T17:00:00Z,0,35.89233333,5.093622,0.012783968
O,2015-01-08T18:00:00Z,0,36.01366667,5.430537,0.014975796
O,2015-01-08T19:00:00Z,0,35.65483333,5.531767,0.010275734
O,2015-01-08T20:00:00Z,0,33.672,5.23932,0.025949549
O,2015-01-08T21:00:00Z,0,31.78483333,4.693794,0.030285954
O,2015-01-08T22:00:00Z,0,31.1245,4.936646,0.024849354
O,2015-01-08T23:00:00Z,0,29.953,4.913555,0.025653145
O,2015-01-09T00:00:00Z,0,29.872,5.459093,0.053097176
O,2015-01-09T01:00:00Z,0,29.112,5.27871,0.080272939
O,2015-01-09T02:00:00Z,0,28.39216667,4.696335,0.071101807
O,2015-01-09T03:00:00Z,0,27.7855,5.246802,0.101866231
O,2015-01-09T04:00:00Z,0,28.12883333,5.257211,0.117454063
O,2015-01-09T05:00:00Z,0,27.94,5.312753,0.137608832
O,2015-01-09T06:00:00Z,0,27.94433333,5.115728,0.113139356
O,2015-01-09T07:00:00Z,0,28.049,5.154961,0.150006635
O,2015-01-09T08:00:00Z,0,28.2535,4.885139,0.092664943
O,2015-01-09T09:00:00Z,0,27.796,5.420456,0.122089754
O,2015-01-09T10:00:00Z,0,28.2075,5.06525,0.055476169
O,2015-01-09T11:00:00Z,0,27.69133333,6.128399,0.090675049
O,2015-01-09T12:00:00Z,0,26.8045,6.414734,0.051028813
O,2015-01-09T13:00:00Z,0,25.38883333,5.233696,0.063997792
O,2015-01-09T14:00:00Z,0,25.2435,6.32475,0.166614695
O,2015-01-09T15:00:00Z,0,25.63583333,7.0165,0.201296408
O,2015-01-09T16:00:00Z,0,25.00833333,6.971508,0.252849802
O,2015-01-09T17:00:00Z,0,25.09816667,6.954636,0.248383751
O,2015-01-09T18:00:00Z,0,26.19333333,7.241459,0.282419417
O,2015-01-09T19:00:00Z,0,27.19716667,6.859028,0.254771458
O,2015-01-09T20:00:00Z,0,28.53833333,7.303324,0.294823759
O,2015-01-09T21:00:00Z,0,30.04516667,7.427015,0.283813835
O,2015-01-09T22:00:00Z,0,32.668,7.449525,0.320073602
O,2015-01-09T23:00:00Z,0,36.15033333,7.179574,0.282371052
O,2015-01-10T00:00:00Z,0,37.93883333,6.83651,0.256448049
O,2015-01-10T01:00:00Z,0,39.71766667,6.527193,0.207128017
O,2015-01-10T02:00:00Z,0,40.94366667,6.392217,0.148617847
O,2015-01-10T03:00:00Z,0,42.37283333,6.274113,0.137401891
O,2015-01-10T04:00:00Z,0,42.78966667,6.082899,0.114672973
O,2015-01-10T05:00:00Z,0,42.52383333,5.998539,0.070653246
O,2015-01-10T06:00:00Z,0,43.275,5.49238,0.031661836
O,2015-01-10T07:00:00Z,0,42.78366667,5.340532,0.013016188
O,2015-01-10T08:00:00Z,0,42.66266667,5.430517,0.007615031
O,2015-01-10T09:00:00Z,0,39.68266667,7.398911,0
O,2015-01-10T10:00:00Z,0,37.774,9.402039,0.007703761
O,2015-01-10T11:00:00Z,0,34.631,10.93047,0.030235112
O,2015-01-10T12:00:00Z,0,32.53033333,11.26487,0.056688846
O,2015-01-10T13:00:00Z,0,30.30616667,11.19679,0.077912727
O,2015-01-10T14:00:00Z,0,29.44233333,10.97762,0.085217729
O,2015-01-10T15:00:00Z,0,27.88266667,10.87125,0.084166455
O,2015-01-10T16:00:00Z,0,26.82316667,9.598002,0.324566172
O,2015-01-10T17:00:00Z,0,26.4555,8.396134,0.355180232
O,2015-01-10T18:00:00Z,0,26.69733333,7.593669,0.350280065
O,2015-01-10T19:00:00Z,0,27.27916667,6.706995,0.373835877
O,2015-01-10T20:00:00Z,0,28.01283333,5.886058,0.324434802
O,2015-01-10T21:00:00Z,0,28.36616667,3.637035,0.120586489
O,2015-01-10T22:00:00Z,0,29.02316667,4.596336,0.201100515
O,2015-01-10T23:00:00Z,0,30.3775,5.236122,0.285553152
O,2015-01-11T00:00:00Z,0,21.65555556,4.837941,0.303181423
O,2015-01-11T01:00:00Z,0,23.32422222,4.10124,0.216596929
O,2015-01-11T02:00:00Z,0,25.446,4.523201,0.218332196
O,2015-01-11T03:00:00Z,0,26.56177778,3.966238,0.158117513
O,2015-01-11T04:00:00Z,0,27.75022222,3.122356,0.103106616
O,2015-01-11T05:00:00Z,0,29.11555556,3.62306,0.115052759
O,2015-01-11T06:00:00Z,0,29.62777778,2.357236,0.088490286
O,2015-01-11T07:00:00Z,0,30.41644444,3.077874,0.128696252
O,2015-01-11T08:00:00Z,0,30.91133333,2.33871,0.056728335
O,2015-01-11T09:00:00Z,0,31.737,2.348173,0.053033351
O,2015-01-11T10:00:00Z,0,32.52911111,1.811565,0.044059546
O,2015-01-11T11:00:00Z,0,32.48933333,3.117873,0.095585783
O,2015-01-11T12:00:00Z,0,33.47177778,3.44305,0.098312464
O,2015-01-11T13:00:00Z,0,33.72888889,2.99298,0.052901874
O,2015-01-11T14:00:00Z,0,34.42622222,4.050646,0.139734813
O,2015-01-11T15:00:00Z,0,34.73466667,4.292559,0.167363262
O,2015-01-11T16:00:00Z,0,35.249,4.000013,0.137905918
O,2015-01-11T17:00:00Z,0,35.30544444,3.398042,0.103902512
O,2015-01-11T18:00:00Z,0,35.376,3.769351,0.121127513
O,2015-01-11T19:00:00Z,0,35.52911111,4.185667,0.147816457
O,2015-01-11T20:00:00Z,0,36.05177778,3.926875,0.110545313
O,2015-01-11T21:00:00Z,0,36.19488889,3.735597,0.120163325
O,2015-01-11T22:00:00Z,0,36.71022222,4.478212,0.148359998
O,2015-01-11T23:00:00Z,0,37.15733333,4.2363,0.138110318
O,2015-01-12T00:00:00Z,0,37.60933333,3.82561,0.11929312
O,2015-01-12T01:00:00Z,0,37.458,3.898747,0.107726048
O,2015-01-12T02:00:00Z,0,37.30177778,3.741222,0.083750513
O,2015-01-12T03:00:00Z,0,37.08233333,4.489464,0.093071524
O,2015-01-12T04:00:00Z,0,36.82933333,4.430567,0.034859249
O,2015-01-12T05:00:00Z,0,36.28177778,4.828102,0.03028436
O,2015-01-12T06:00:00Z,0,35.79555556,5.415154,0.065239333
O,2015-01-12T07:00:00Z,0,35.24244444,5.751105,0.090631851
O,2015-01-12T08:00:00Z,0,35.32833333,5.745481,0.085252056
O,2015-01-12T09:00:00Z,0,34.75566667,5.346176,0.045876916
O,2015-01-12T10:00:00Z,0,34.63488889,5.914199,0.082788891
O,2015-01-12T11:00:00Z,0,34.91111111,6.459726,0.12276272
O,2015-01-12T12:00:00Z,0,34.83444444,6.594702,0.1282006
O,2015-01-12T13:00:00Z,0,35.28122222,6.965884,0.156855309
O,2015-01-12T14:00:00Z,0,34.86144444,6.656564,0.096477602
O,2015-01-12T15:00:00Z,0,34.95455556,6.71843,0.078354432
O,2015-01-12T16:00:00Z,0,34.264,6.549709,0.062311169
O,2015-01-12T17:00:00Z,0,34.15922222,6.493469,0.036225772
O,2015-01-12T18:00:00Z,0,33.45411111,6.667813,0.044294357
O,2015-01-12T19:00:00Z,0,33.03322222,6.746548,0.036750827
O,2015-01-12T20:00:00Z,0,32.82577778,6.920891,0.032466958
O,2015-01-12T21:00:00Z,0,31.68955556,7.252707,0.048871079
O,2015-01-12T22:00:00Z,0,31.10555556,7.471922,0.054520195
O,2015-01-12T23:00:00Z,0,31.03744444,7.850232,0.083252378
O,2015-01-13T00:00:00Z,0,31.11944444,8.16129,0.099686939
O,2015-01-13T01:00:00Z,0,31.43166667,8.071322,0.066762669
O,2015-01-13T02:00:00Z,0,31.18955556,8.020714,0.044517121
O,2015-01-13T03:00:00Z,0,30.05066667,8.037582,0.030056049
O,2015-01-13T04:00:00Z,0,29.82133333,7.666463,0.018885701
O,2015-01-13T05:00:00Z,0,29.57733333,7.246338,0.021596449
O,2015-01-13T06:00:00Z,0,29.53033333,7.349981,0.007792197
O,2015-01-13T07:00:00Z,0,28.80355556,7.679564,0.023247748
O,2015-01-13T08:00:00Z,0,28.81933333,7.947742,0.047130363
O,2015-01-13T09:00:00Z,0,28.55811111,7.947616,0.042123642
O,2015-01-13T10:00:00Z,0,28.169,8.009468,0.051573712
O,2015-01-13T11:00:00Z,0,27.81488889,8.36849,0.065037175
O,2015-01-13T12:00:00Z,0,27.54611111,9.009347,0.128935753
O,2015-01-13T13:00:00Z,0,27.99066667,9.598041,0.180599353
O,2015-01-13T14:00:00Z,0,28.37444444,9.530577,0.188848904
O,2015-01-13T15:00:00Z,0,28.76522222,9.710483,0.253749297
O,2015-01-13T16:00:00Z,0,28.644,8.226251,0.074529675
O,2015-01-13T17:00:00Z,0,28.31288889,8.159261,0.056186038
O,2015-01-13T18:00:00Z,0,27.04522222,8.414307,0.069021515
O,2015-01-13T19:00:00Z,0,25.32266667,6.829576,0.041128652
O,2015-01-13T20:00:00Z,0,24.91022222,6.184124,0.038724441
O,2015-01-13T21:00:00Z,0,23.95911111,6.004162,0.036766723
O,2015-01-13T22:00:00Z,0,23.43422222,5.880435,0.018959983
O,2015-01-13T23:00:00Z,0,23.12877778,5.49238,0.007698766
O,2015-01-14T00:00:00Z,0,22.48455556,5.171813,0.012764572
O,2015-01-14T01:00:00Z,0,22.589,5.70052,0.024879531
O,2015-01-14T02:00:00Z,0,22.257,5.588009,0.037774679
O,2015-01-14T03:00:00Z,0,22.10366667,5.728651,0.07504542
O,2015-01-14T04:00:00Z,0,22.256,6.060423,0.128388842
O,2015-01-14T05:00:00Z,0,22.30411111,5.689896,0.129003393
O,2015-01-14T06:00:00Z,0,22.19666667,5.532015,0.140335659
O,2015-01-14T07:00:00Z,0,22.25544444,5.269051,0.119097012
O,2015-01-14T08:00:00Z,0,22.21622222,4.958628,0.044155003
O,2015-01-14T09:00:00Z,0,22.11166667,4.570872,0.038044815
O,2015-01-14T10:00:00Z,0,22.09388889,3.435269,0.037405782
O,2015-01-14T11:00:00Z,0,21.77888889,3.651189,0.058918602
O,2015-01-14T12:00:00Z,0,21.45255556,4.993071,0.136485874
O,2015-01-14T13:00:00Z,0,21.62688889,5.621753,0.200635429
O,2015-01-14T14:00:00Z,0,22.37022222,5.88608,0.262083893
O,2015-01-14T15:00:00Z,0,23.10088889,5.30681,0.216629034
O,2015-01-14T16:00:00Z,0,23.18266667,4.216444,0.134875602
O,2015-01-14T17:00:00Z,0,23.45177778,3.600145,0.126489577
O,2015-01-14T18:00:00Z,0,23.09922222,3.611809,0.118762287
O,2015-01-14T19:00:00Z,0,24.13633333,4.27566,0.166134672
O,2015-01-14T20:00:00Z,0,24.21677778,3.054846,0.104162532
O,2015-01-14T21:00:00Z,0,24.01177778,2.261597,0.036244745
O,2015-01-14T22:00:00Z,0,24.19944444,2.474239,0.055578977
O,2015-01-14T23:00:00Z,0,24.22044444,1.66993,0.050369328
O,2015-01-15T00:00:00Z,0,24.14766667,1.620267,0.040383267
O,2015-01-15T01:00:00Z,0,23.719,1.807096,0.045286229
O,2015-01-15T02:00:00Z,0,24.57677778,2.119625,0.078491815
O,2015-01-15T03:00:00Z,0,24.68855556,1.793495,0.071217684
O,2015-01-15T04:00:00Z,0,24.69022222,1.034479,0.044682866
O,2015-01-15T05:00:00Z,0,24.63555556,1.426074,0.053221194
O,2015-01-15T06:00:00Z,0,24.82255556,0.8295301,0.046840117
O,2015-01-15T07:00:00Z,0,25.07588889,0.9083182,0.062010037
O,2015-01-15T08:00:00Z,0,25.50611111,1.25724,0.081063356
O,2015-01-15T09:00:00Z,0,26.03166667,1.839375,0.130863684
O,2015-01-15T10:00:00Z,0,27.25111111,2.10892,0.111063949
O,2015-01-15T11:00:00Z,0,27.81733333,2.528008,0.080804062
O,2015-01-15T12:00:00Z,0,27.893,2.790448,0.044300093
O,2015-01-15T13:00:00Z,0,28.78955556,3.628704,0.042260796
O,2015-01-15T14:00:00Z,0,28.88411111,4.151911,0.042358817
O,2015-01-15T15:00:00Z,0,28.106,4.683617,0.037845823
O,2015-01-15T16:00:00Z,0,28.58933333,5.357995,0.064694479
O,2015-01-15T17:00:00Z,0,27.94866667,6.105414,0.092987284
O,2015-01-15T18:00:00Z,0,28.32211111,6.560957,0.108251028
O,2015-01-15T19:00:00Z,0,27.69377778,7.140228,0.158569988
O,2015-01-15T20:00:00Z,0,28.36411111,7.398931,0.168495968
O,2015-01-15T21:00:00Z,0,28.47755556,7.950081,0.250293347
O,2015-01-15T22:00:00Z,0,28.74788889,8.084809,0.26884278
O,2015-01-15T23:00:00Z,0,30.28066667,8.021462,0.254064912
O,2015-01-16T00:00:00Z,0,30.51922222,8.64447,0.306752748
O,2015-01-16T01:00:00Z,0,31.585,8.149909,0.259979933
O,2015-01-16T02:00:00Z,0,32.07733333,8.273885,0.27278662
O,2015-01-16T03:00:00Z,0,33.323,8.048829,0.23753648
O,2015-01-16T04:00:00Z,0,33.60111111,7.919956,0.251055896
O,2015-01-16T05:00:00Z,0,33.87977778,7.595749,0.228115389
O,2015-01-16T06:00:00Z,0,34.12366667,6.86463,0.193884892
O,2015-01-16T07:00:00Z,0,34.13822222,6.712782,0.176840108
O,2015-01-16T08:00:00Z,0,34.11544444,6.150385,0.207044884
O,2015-01-16T09:00:00Z,0,35.47122222,5.959171,0.226391937
O,2015-01-16T10:00:00Z,0,36.67611111,6.268489,0.23999695
O,2015-01-16T11:00:00Z,0,37.87433333,6.819639,0.266879855
O,2015-01-16T12:00:00Z,0,39.25711111,7.366626,0.325462615
O,2015-01-16T13:00:00Z,0,40.74244444,7.900249,0.373439998
O,2015-01-16T14:00:00Z,0,42.10033333,7.632641,0.359274578
O,2015-01-16T15:00:00Z,0,42.78588889,7.492095,0.332185099
O,2015-01-16T16:00:00Z,0,43.44811111,6.009774,0.235324022
O,2015-01-16T17:00:00Z,0,43.84777778,5.104325,0.19210929
O,2015-01-16T18:00:00Z,0,43.41711111,5.190557,0.198380117
O,2015-01-16T19:00:00Z,0,43.48655556,5.414744,0.205008168
O,2015-01-16T20:00:00Z,0,43.43033333,5.262582,0.197035025
O,2015-01-16T21:00:00Z,0,43.60344444,4.750577,0.150668789
O,2015-01-16T22:00:00Z,0,44.13411111,4.711039,0.15851262
O,2015-01-16T23:00:00Z,0,43.89366667,4.570889,0.13539562
O,2015-01-17T00:00:00Z,0,43.98344444,4.312669,0.124888533
O,2015-01-17T01:00:00Z,0,44.42888889,3.971337,0.094298664
O,2015-01-17T02:00:00Z,0,43.97822222,3.825591,0.075488947
O,2015-01-17T03:00:00Z,0,43.70366667,4.270034,0.113663252
O,2015-01-17T04:00:00Z,0,43.90344444,3.572427,0.072682931
